CustomerID,Όνομα,Email,Πόλη,Περιοχή,Ημερομηνία_Εγγραφής,Τύπος_Πελάτη,Πιστωτικό_Όριο,Ενεργός,Τηλέφωνο
CUST00014,Πελάτης_14,πελάτης14@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-08-05,Πλατινένιος,1456.82,False,697637601
CUST00015,Πελάτης_15,πελάτης15@email.gr,Χανιά,Κρήτη,2022-05-27,Πλατινένιος,1128.34,False,698187926
CUST00016,Πελάτης_16,πελάτης16@email.gr,Ιωάννινα,Ήπειρος,2023-01-06,Χρυσός,4987.97,True,699548432
CUST00017,Πελάτης_17,πελάτης17@email.gr,Χανιά,Κρήτη,2022-04-04,Κανονικός,4374.96,True,693684052
CUST00018,Πελάτης_18,πελάτης18@email.gr,Ιωάννινα,Ήπειρος,2023-09-03,Κανονικός,2231.45,False,699877065
CUST00019,Πελάτης_19,πελάτης19@email.gr,Λάρισα,Θεσσαλία,2023-07-21,Κανονικός,3561.28,True,695476583
CUST00020,Πελάτης_20,πελάτης20@email.gr,Βόλος,Θεσσαλία,2022-04-25,Πλατινένιος,2456.44,False,691054447
CUST00021,Πελάτης_21,πελάτης21@email.gr,Λάρισα,Θεσσαλία,2023-05-28,Χρυσός,2784.57,True,696007072
CUST00022,Πελάτης_22,πελάτης22@email.gr,Ηράκλειο,Κρήτη,2022-06-06,Πλατινένιος,3931.3,True,696438436
CUST00023,Πελάτης_23,πελάτης23@email.gr,Χανιά,Κρήτη,2022-01-20,Κανονικός,4680.94,False,695017343
CUST00024,Πελάτης_24,πελάτης24@email.gr,Αθήνα,Αττική,2022-09-04,Κανονικός,885.44,False,692161193
CUST00025,Πελάτης_25,πελάτης25@email.gr,Πάτρα,Δυτική Ελλάδα,2022-05-12,Νέος,4760.82,True,695446912
CUST00026,Πελάτης_26,πελάτης26@email.gr,Ιωάννινα,Ήπειρος,2022-08-05,Χρυσός,3708.27,False,697264956
CUST00027,Πελάτης_27,πελάτης27@email.gr,Χανιά,Κρήτη,2023-06-14,Νέος,1044.52,True,692074176
CUST00028,Πελάτης_28,πελάτης28@email.gr,Βόλος,Θεσσαλία,2022-01-22,Χρυσός,3147.98,True,692191066
CUST00029,Πελάτης_29,πελάτης29@email.gr,Αθήνα,Αττική,2022-08-23,Κανονικός,4574.39,False,692188789
CUST00030,Πελάτης_30,πελάτης30@email.gr,Ηράκλειο,Κρήτη,2022-10-13,Νέος,1464.07,True,698930103
CUST00031,Πελάτης_31,πελάτης31@email.gr,Ηράκλειο,Κρήτη,2023-04-30,Νέος,1356.84,True,698231838
CUST00032,Πελάτης_32,πελάτης32@email.gr,Βόλος,Θεσσαλία,2023-03-10,Νέος,2601.61,True,692651177
CUST00033,Πελάτης_33,πελάτης33@email.gr,Αθήνα,Αττική,2023-02-17,Πλατινένιος,4102.67,True,695171761
CUST00034,Πελάτης_34,πελάτης34@email.gr,Ηράκλειο,Κρήτη,2022-07-14,Νέος,1130.82,True,695673212
CUST00035,Πελάτης_35,πελάτης35@email.gr,Χανιά,Κρήτη,2022-09-13,Κανονικός,2494.09,True,691848731
CUST00036,Πελάτης_36,πελάτης36@email.gr,Αθήνα,Αττική,2022-04-06,Χρυσός,1248.4,False,699075854
CUST00037,Πελάτης_37,πελάτης37@email.gr,Ηράκλειο,Κρήτη,2023-02-15,Κανονικός,1240.87,True,697550190
CUST00038,Πελάτης_38,πελάτης38@email.gr,Λάρισα,Θεσσαλία,2023-04-11,Πλατινένιος,2403.53,False,693597059
CUST00039,Πελάτης_39,πελάτης39@email.gr,Ηράκλειο,Κρήτη,2022-10-31,Χρυσός,4859.19,True,696261415
CUST00040,Πελάτης_40,πελάτης40@email.gr,Αθήνα,Αττική,2022-02-21,Νέος,2762.83,True,691954280
CUST00041,Πελάτης_41,πελάτης41@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-07-10,Κανονικός,3177.66,True,697774229
CUST00042,Πελάτης_42,πελάτης42@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-08-07,Χρυσός,3105.14,True,692375453
CUST00043,Πελάτης_43,πελάτης43@email.gr,Ιωάννινα,Ήπειρος,2023-11-05,Πλατινένιος,4706.18,True,696271130
CUST00044,Πελάτης_44,πελάτης44@email.gr,Ηράκλειο,Κρήτη,2022-09-29,Νέος,1088.95,False,698670955
CUST00045,Πελάτης_45,πελάτης45@email.gr,Βόλος,Θεσσαλία,2022-03-16,Κανονικός,2562.28,True,692229110
CUST00046,Πελάτης_46,πελάτης46@email.gr,Ηράκλειο,Κρήτη,2023-06-03,Πλατινένιος,1096.05,False,692154126
CUST00047,Πελάτης_47,πελάτης47@email.gr,Ηράκλειο,Κρήτη,2023-01-14,Πλατινένιος,1209.86,False,699874152
CUST00048,Πελάτης_48,πελάτης48@email.gr,Αθήνα,Αττική,2023-11-15,Πλατινένιος,4692.9,True,693253031
CUST00049,Πελάτης_49,πελάτης49@email.gr,Λάρισα,Θεσσαλία,2022-04-29,Κανονικός,3840.88,True,695569244
CUST00050,Πελάτης_50,πελάτης50@email.gr,Λάρισα,Θεσσαλία,2023-09-12,Χρυσός,3729.25,True,695428914
CUST00051,Πελάτης_51,πελάτης51@email.gr,Χανιά,Κρήτη,2022-09-15,Κανονικός,915.34,False,695641923
CUST00052,Πελάτης_52,πελάτης52@email.gr,Αθήνα,Αττική,2022-01-04,Πλατινένιος,3970.04,False,693710895
CUST00053,Πελάτης_53,πελάτης53@email.gr,Χανιά,Κρήτη,2023-07-19,Νέος,3024.08,True,692262382
CUST00054,Πελάτης_54,πελάτης54@email.gr,Πάτρα,Δυτική Ελλάδα,2023-07-13,Κανονικός,4255.68,True,698210624
CUST00055,Πελάτης_55,πελάτης55@email.gr,Πάτρα,Δυτική Ελλάδα,2022-02-12,Πλατινένιος,2140.93,True,697003042
CUST00056,Πελάτης_56,πελάτης56@email.gr,Ηράκλειο,Κρήτη,2023-11-30,Χρυσός,3501.2,False,697817881
CUST00057,Πελάτης_57,πελάτης57@email.gr,Πάτρα,Δυτική Ελλάδα,2022-08-31,Χρυσός,4892.93,True,697917152
CUST00058,Πελάτης_58,πελάτης58@email.gr,Αθήνα,Αττική,2022-07-03,Πλατινένιος,4020.74,False,695163555
CUST00059,Πελάτης_59,πελάτης59@email.gr,Λάρισα,Θεσσαλία,2022-06-13,Κανονικός,2221.44,True,698896868
CUST00060,Πελάτης_60,πελάτης60@email.gr,Ηράκλειο,Κρήτη,2022-07-24,Νέος,2073.46,True,694740036
CUST00061,Πελάτης_61,πελάτης61@email.gr,Αθήνα,Αττική,2023-11-07,Χρυσός,2293.1,False,692164686
CUST00062,Πελάτης_62,πελάτης62@email.gr,Λάρισα,Θεσσαλία,2022-12-26,Νέος,3557.83,False,691463060
CUST00063,Πελάτης_63,πελάτης63@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-09-25,Χρυσός,3112.65,False,691641849
CUST00064,Πελάτης_64,πελάτης64@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-09-03,Νέος,2055.59,False,698321474
CUST00065,Πελάτης_65,πελάτης65@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-01-30,Χρυσός,1646.25,False,691028374
CUST00066,Πελάτης_66,πελάτης66@email.gr,Ηράκλειο,Κρήτη,2023-01-08,Νέος,814.88,False,696266630
CUST00067,Πελάτης_67,πελάτης67@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-11-04,Πλατινένιος,3501.02,False,697751158
CUST00068,Πελάτης_68,πελάτης68@email.gr,Λάρισα,Θεσσαλία,2023-07-22,Χρυσός,1363.28,False,693919694
CUST00069,Πελάτης_69,πελάτης69@email.gr,Λάρισα,Θεσσαλία,2023-02-20,Κανονικός,1867.44,True,698212326
CUST00070,Πελάτης_70,πελάτης70@email.gr,Βόλος,Θεσσαλία,2023-04-22,Νέος,2489.72,True,699576076
CUST00071,Πελάτης_71,πελάτης71@email.gr,Χανιά,Κρήτη,2022-06-23,Κανονικός,1777.04,False,692566777
CUST00072,Πελάτης_72,πελάτης72@email.gr,Ηράκλειο,Κρήτη,2023-11-20,Πλατινένιος,1510.88,True,693472189
CUST00073,Πελάτης_73,πελάτης73@email.gr,Αθήνα,Αττική,2022-02-17,Χρυσός,4927.71,True,698640615
CUST00074,Πελάτης_74,πελάτης74@email.gr,Ιωάννινα,Ήπειρος,2023-10-07,Χρυσός,3732.56,False,699294272
CUST00075,Πελάτης_75,πελάτης75@email.gr,Ιωάννινα,Ήπειρος,2022-09-07,Χρυσός,3452.26,True,692788238
CUST00076,Πελάτης_76,πελάτης76@email.gr,Ιωάννινα,Ήπειρος,2022-08-13,Χρυσός,4118.49,False,691842524
CUST00077,Πελάτης_77,πελάτης77@email.gr,Ηράκλειο,Κρήτη,2022-05-05,Νέος,1100.03,False,699910914
CUST00078,Πελάτης_78,πελάτης78@email.gr,Βόλος,Θεσσαλία,2023-03-30,Νέος,4237.56,False,693670226
CUST00079,Πελάτης_79,πελάτης79@email.gr,Χανιά,Κρήτη,2023-04-06,Πλατινένιος,3883.0,False,699745959
CUST00080,Πελάτης_80,πελάτης80@email.gr,Χανιά,Κρήτη,2023-10-04,Χρυσός,1735.69,True,695793722
CUST00081,Πελάτης_81,πελάτης81@email.gr,Ηράκλειο,Κρήτη,2022-10-06,Πλατινένιος,1938.69,True,693321531
CUST00082,Πελάτης_82,πελάτης82@email.gr,Πάτρα,Δυτική Ελλάδα,2022-08-25,Νέος,3622.77,True,692077581
CUST00083,Πελάτης_83,πελάτης83@email.gr,Ιωάννινα,Ήπειρος,2023-02-22,Πλατινένιος,2941.75,False,692044645
CUST00084,Πελάτης_84,πελάτης84@email.gr,Ηράκλειο,Κρήτη,2023-03-07,Νέος,4571.77,True,697381734
CUST00085,Πελάτης_85,πελάτης85@email.gr,Χανιά,Κρήτη,2022-01-07,Πλατινένιος,1843.76,False,698030010
CUST00086,Πελάτης_86,πελάτης86@email.gr,Ηράκλειο,Κρήτη,2023-05-15,Χρυσός,1728.21,False,691486955
CUST00087,Πελάτης_87,πελάτης87@email.gr,Ιωάννινα,Ήπειρος,2022-12-11,Νέος,3758.82,False,693141239
CUST00088,Πελάτης_88,πελάτης88@email.gr,Αθήνα,Αττική,2023-02-08,Κανονικός,877.76,False,693276659
CUST00089,Πελάτης_89,πελάτης89@email.gr,Χανιά,Κρήτη,2022-07-06,Κανονικός,1670.7,False,694551070
CUST00090,Πελάτης_90,πελάτης90@email.gr,Χανιά,Κρήτη,2022-12-01,Πλατινένιος,3925.53,False,695668371
CUST00091,Πελάτης_91,πελάτης91@email.gr,Ιωάννινα,Ήπειρος,2022-09-16,Κανονικός,2616.38,True,696871360
CUST00092,Πελάτης_92,πελάτης92@email.gr,Ηράκλειο,Κρήτη,2023-10-28,Κανονικός,4015.55,True,691520596
CUST00093,Πελάτης_93,πελάτης93@email.gr,Ηράκλειο,Κρήτη,2022-07-24,Κανονικός,3296.01,True,693117636
CUST00094,Πελάτης_94,πελάτης94@email.gr,Χανιά,Κρήτη,2023-11-17,Κανονικός,3037.86,True,698801975
CUST00095,Πελάτης_95,πελάτης95@email.gr,Λάρισα,Θεσσαλία,2023-01-13,Χρυσός,3226.52,True,693747534
CUST00096,Πελάτης_96,πελάτης96@email.gr,Λάρισα,Θεσσαλία,2022-04-21,Κανονικός,4679.99,False,697654757
CUST00097,Πελάτης_97,πελάτης97@email.gr,Ηράκλειο,Κρήτη,2022-03-19,Χρυσός,958.56,False,693030966
CUST00098,Πελάτης_98,πελάτης98@email.gr,Αθήνα,Αττική,2022-12-22,Νέος,3476.85,True,699488613
CUST00099,Πελάτης_99,πελάτης99@email.gr,Βόλος,Θεσσαλία,2022-01-13,Νέος,4200.49,True,698273315
CUST00100,Πελάτης_100,πελάτης100@email.gr,Βόλος,Θεσσαλία,2023-10-13,Νέος,3682.89,False,693955087
CUST00101,Πελάτης_101,πελάτης101@email.gr,Λάρισα,Θεσσαλία,2023-09-23,Νέος,2591.93,False,696407373
CUST00102,Πελάτης_102,πελάτης102@email.gr,Ηράκλειο,Κρήτη,2022-03-30,Πλατινένιος,4467.34,True,698796514
CUST00103,Πελάτης_103,πελάτης103@email.gr,Ιωάννινα,Ήπειρος,2022-12-11,Κανονικός,2724.38,False,694050766
CUST00104,Πελάτης_104,πελάτης104@email.gr,Χανιά,Κρήτη,2022-08-06,Πλατινένιος,4090.25,False,695691890
CUST00105,Πελάτης_105,πελάτης105@email.gr,Λάρισα,Θεσσαλία,2023-07-24,Κανονικός,2824.82,True,692436347
CUST00106,Πελάτης_106,πελάτης106@email.gr,Ηράκλειο,Κρήτη,2023-02-21,Νέος,2998.29,True,698987516
CUST00107,Πελάτης_107,πελάτης107@email.gr,Χανιά,Κρήτη,2023-04-04,Κανονικός,918.74,True,697784725
CUST00108,Πελάτης_108,πελάτης108@email.gr,Ηράκλειο,Κρήτη,2022-11-10,Πλατινένιος,2629.67,False,698138769
CUST00109,Πελάτης_109,πελάτης109@email.gr,Βόλος,Θεσσαλία,2022-12-27,Νέος,1719.12,False,694867786
CUST00110,Πελάτης_110,πελάτης110@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-07-17,Πλατινένιος,1038.0,True,694213524
CUST00111,Πελάτης_111,πελάτης111@email.gr,Ηράκλειο,Κρήτη,2023-05-11,Πλατινένιος,3760.63,False,692686548
CUST00112,Πελάτης_112,πελάτης112@email.gr,Ηράκλειο,Κρήτη,2022-10-31,Χρυσός,2123.96,False,691237370
CUST00113,Πελάτης_113,πελάτης113@email.gr,Πάτρα,Δυτική Ελλάδα,2022-10-08,Κανονικός,4884.33,False,693118618
CUST00114,Πελάτης_114,πελάτης114@email.gr,Χανιά,Κρήτη,2022-04-16,Κανονικός,3083.29,False,699031491
CUST00115,Πελάτης_115,πελάτης115@email.gr,Χανιά,Κρήτη,2022-12-15,Χρυσός,4844.74,False,699014965
CUST00116,Πελάτης_116,πελάτης116@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-03-08,Νέος,2712.86,True,693545556
CUST00117,Πελάτης_117,πελάτης117@email.gr,Πάτρα,Δυτική Ελλάδα,2023-07-31,Πλατινένιος,883.31,True,692987287
CUST00118,Πελάτης_118,πελάτης118@email.gr,Ιωάννινα,Ήπειρος,2023-09-13,Χρυσός,3990.62,False,698558378
CUST00119,Πελάτης_119,πελάτης119@email.gr,Χανιά,Κρήτη,2022-11-01,Νέος,1874.21,True,692664863
CUST00120,Πελάτης_120,πελάτης120@email.gr,Ηράκλειο,Κρήτη,2023-10-03,Χρυσός,1690.91,True,693634980
CUST00121,Πελάτης_121,πελάτης121@email.gr,Ηράκλειο,Κρήτη,2022-06-27,Κανονικός,1204.4,False,698558197
CUST00122,Πελάτης_122,πελάτης122@email.gr,Χανιά,Κρήτη,2022-10-26,Κανονικός,1541.64,False,698617381
CUST00123,Πελάτης_123,πελάτης123@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-12-05,Χρυσός,4657.6,True,698132648
CUST00124,Πελάτης_124,πελάτης124@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-07-12,Χρυσός,3414.36,False,693386328
CUST00125,Πελάτης_125,πελάτης125@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-03-03,Χρυσός,4066.83,False,698367772
CUST00126,Πελάτης_126,πελάτης126@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-04-25,Πλατινένιος,3648.8,False,699396529
CUST00127,Πελάτης_127,πελάτης127@email.gr,Χανιά,Κρήτη,2023-03-25,Κανονικός,3191.16,False,696407658
CUST00128,Πελάτης_128,πελάτης128@email.gr,Λάρισα,Θεσσαλία,2022-01-27,Κανονικός,1530.16,True,695521644
CUST00129,Πελάτης_129,πελάτης129@email.gr,Αθήνα,Αττική,2022-06-29,Νέος,2835.34,False,695666692
CUST00130,Πελάτης_130,πελάτης130@email.gr,Πάτρα,Δυτική Ελλάδα,2023-08-23,Νέος,3356.53,False,692530793
CUST00131,Πελάτης_131,πελάτης131@email.gr,Χανιά,Κρήτη,2022-12-23,Νέος,1999.89,True,693698193
CUST00132,Πελάτης_132,πελάτης132@email.gr,Βόλος,Θεσσαλία,2023-02-26,Νέος,1796.98,False,691615675
CUST00133,Πελάτης_133,πελάτης133@email.gr,Χανιά,Κρήτη,2022-04-01,Πλατινένιος,1635.79,True,697780932
CUST00134,Πελάτης_134,πελάτης134@email.gr,Αθήνα,Αττική,2023-11-05,Νέος,2359.61,True,699697969
CUST00135,Πελάτης_135,πελάτης135@email.gr,Βόλος,Θεσσαλία,2023-09-30,Νέος,3314.34,True,694415140
CUST00136,Πελάτης_136,πελάτης136@email.gr,Λάρισα,Θεσσαλία,2023-07-17,Χρυσός,4674.53,False,699132114
CUST00137,Πελάτης_137,πελάτης137@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-01-30,Χρυσός,3694.02,False,691229419
CUST00138,Πελάτης_138,πελάτης138@email.gr,Ιωάννινα,Ήπειρος,2022-04-06,Χρυσός,4965.16,True,698741810
CUST00139,Πελάτης_139,πελάτης139@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-10-26,Χρυσός,2742.69,False,699537455
CUST00140,Πελάτης_140,πελάτης140@email.gr,Λάρισα,Θεσσαλία,2023-03-02,Νέος,4911.1,True,698663605
CUST00141,Πελάτης_141,πελάτης141@email.gr,Πάτρα,Δυτική Ελλάδα,2023-01-28,Χρυσός,4648.41,True,692171218
CUST00142,Πελάτης_142,πελάτης142@email.gr,Λάρισα,Θεσσαλία,2023-03-01,Πλατινένιος,4704.12,False,691043037
CUST00143,Πελάτης_143,πελάτης143@email.gr,Λάρισα,Θεσσαλία,2022-11-02,Νέος,4393.67,False,699125900
CUST00144,Πελάτης_144,πελάτης144@email.gr,Βόλος,Θεσσαλία,2022-12-07,Νέος,2549.05,False,694165061
CUST00145,Πελάτης_145,πελάτης145@email.gr,Ηράκλειο,Κρήτη,2023-08-09,Νέος,1551.03,False,691732280
CUST00146,Πελάτης_146,πελάτης146@email.gr,Βόλος,Θεσσαλία,2023-04-30,Νέος,2237.35,True,699310235
CUST00147,Πελάτης_147,πελάτης147@email.gr,Αθήνα,Αττική,2022-05-10,Πλατινένιος,4413.65,False,692672884
CUST00148,Πελάτης_148,πελάτης148@email.gr,Χανιά,Κρήτη,2022-01-16,Χρυσός,2344.9,True,692255409
CUST00149,Πελάτης_149,πελάτης149@email.gr,Χανιά,Κρήτη,2022-09-29,Πλατινένιος,3304.67,False,692347467
CUST00150,Πελάτης_150,πελάτης150@email.gr,Βόλος,Θεσσαλία,2023-11-22,Νέος,4793.63,False,691602286
CUST00151,Πελάτης_151,πελάτης151@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-08-29,Πλατινένιος,4988.42,True,698280833
CUST00152,Πελάτης_152,πελάτης152@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-10-11,Κανονικός,2496.55,False,691485654
CUST00153,Πελάτης_153,πελάτης153@email.gr,Αθήνα,Αττική,2022-11-29,Κανονικός,1820.15,False,698225725
CUST00154,Πελάτης_154,πελάτης154@email.gr,Πάτρα,Δυτική Ελλάδα,2022-09-08,Νέος,3046.68,True,693851852
CUST00155,Πελάτης_155,πελάτης155@email.gr,Πάτρα,Δυτική Ελλάδα,2022-03-22,Νέος,3288.7,True,699349470
CUST00156,Πελάτης_156,πελάτης156@email.gr,Πάτρα,Δυτική Ελλάδα,2022-08-26,Νέος,3370.57,False,695283671
CUST00157,Πελάτης_157,πελάτης157@email.gr,Αθήνα,Αττική,2023-04-22,Πλατινένιος,3549.25,True,692239197
CUST00158,Πελάτης_158,πελάτης158@email.gr,Χανιά,Κρήτη,2022-12-20,Πλατινένιος,3375.22,False,695195951
CUST00159,Πελάτης_159,πελάτης159@email.gr,Χανιά,Κρήτη,2022-11-06,Χρυσός,4997.18,False,692789344
CUST00160,Πελάτης_160,πελάτης160@email.gr,Ηράκλειο,Κρήτη,2023-01-26,Πλατινένιος,3086.65,False,691368085
CUST00161,Πελάτης_161,πελάτης161@email.gr,Ιωάννινα,Ήπειρος,2022-10-09,Κανονικός,3046.68,True,699333700
CUST00162,Πελάτης_162,πελάτης162@email.gr,Λάρισα,Θεσσαλία,2022-08-24,Πλατινένιος,1485.52,True,695204819
CUST00163,Πελάτης_163,πελάτης163@email.gr,Πάτρα,Δυτική Ελλάδα,2023-10-06,Κανονικός,4565.32,True,696183033
CUST00164,Πελάτης_164,πελάτης164@email.gr,Χανιά,Κρήτη,2022-02-04,Πλατινένιος,3795.62,True,695951131
CUST00165,Πελάτης_165,πελάτης165@email.gr,Βόλος,Θεσσαλία,2023-03-02,Χρυσός,1403.58,False,699906224
CUST00166,Πελάτης_166,πελάτης166@email.gr,Λάρισα,Θεσσαλία,2022-06-18,Πλατινένιος,4613.22,False,695951651
CUST00167,Πελάτης_167,πελάτης167@email.gr,Βόλος,Θεσσαλία,2022-04-28,Νέος,4833.02,True,694785186
CUST00168,Πελάτης_168,πελάτης168@email.gr,Ιωάννινα,Ήπειρος,2023-07-25,Πλατινένιος,906.36,False,691233516
CUST00169,Πελάτης_169,πελάτης169@email.gr,Λάρισα,Θεσσαλία,2023-07-04,Κανονικός,2546.54,False,697392547
CUST00170,Πελάτης_170,πελάτης170@email.gr,Βόλος,Θεσσαλία,2022-04-21,Χρυσός,2621.65,False,694713925
CUST00171,Πελάτης_171,πελάτης171@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-10-13,Νέος,4592.24,False,697850067
CUST00172,Πελάτης_172,πελάτης172@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-05-24,Κανονικός,4758.18,False,699264869
CUST00173,Πελάτης_173,πελάτης173@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-04-10,Χρυσός,4492.67,True,697520395
CUST00174,Πελάτης_174,πελάτης174@email.gr,Χανιά,Κρήτη,2023-01-15,Νέος,3143.03,True,697960607
CUST00175,Πελάτης_175,πελάτης175@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-05-17,Νέος,4725.74,False,691548888
CUST00176,Πελάτης_176,πελάτης176@email.gr,Βόλος,Θεσσαλία,2022-08-11,Νέος,2501.13,True,697084862
CUST00177,Πελάτης_177,πελάτης177@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-12-04,Πλατινένιος,2950.1,False,692015861
CUST00178,Πελάτης_178,πελάτης178@email.gr,Ιωάννινα,Ήπειρος,2022-10-10,Χρυσός,4856.93,False,692538024
CUST00179,Πελάτης_179,πελάτης179@email.gr,Ηράκλειο,Κρήτη,2023-10-20,Κανονικός,727.6,False,695086407
CUST00180,Πελάτης_180,πελάτης180@email.gr,Πάτρα,Δυτική Ελλάδα,2023-08-02,Χρυσός,808.75,True,694623062
CUST00181,Πελάτης_181,πελάτης181@email.gr,Ηράκλειο,Κρήτη,2022-12-03,Χρυσός,4048.9,True,695651899
CUST00182,Πελάτης_182,πελάτης182@email.gr,Πάτρα,Δυτική Ελλάδα,2022-05-14,Πλατινένιος,4093.31,True,691432519
CUST00183,Πελάτης_183,πελάτης183@email.gr,Πάτρα,Δυτική Ελλάδα,2022-01-16,Πλατινένιος,4054.93,True,696431983
CUST00184,Πελάτης_184,πελάτης184@email.gr,Αθήνα,Αττική,2022-06-28,Πλατινένιος,735.8,False,699826250
CUST00185,Πελάτης_185,πελάτης185@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-03-07,Νέος,2517.24,False,699610704
CUST00186,Πελάτης_186,πελάτης186@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-04-08,Χρυσός,4754.37,True,699748499
CUST00187,Πελάτης_187,πελάτης187@email.gr,Λάρισα,Θεσσαλία,2023-04-15,Κανονικός,773.71,False,697738019
CUST00188,Πελάτης_188,πελάτης188@email.gr,Ιωάννινα,Ήπειρος,2023-12-04,Κανονικός,2706.21,False,692232969
CUST00189,Πελάτης_189,πελάτης189@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-11-26,Χρυσός,795.57,False,696455706
CUST00190,Πελάτης_190,πελάτης190@email.gr,Ιωάννινα,Ήπειρος,2023-09-04,Πλατινένιος,2541.72,False,692663938
CUST00191,Πελάτης_191,πελάτης191@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2023-11-02,Χρυσός,2435.31,True,697942639
CUST00192,Πελάτης_192,πελάτης192@email.gr,Βόλος,Θεσσαλία,2023-04-10,Νέος,2371.95,True,696243691
CUST00193,Πελάτης_193,πελάτης193@email.gr,Ιωάννινα,Ήπειρος,2022-11-17,Πλατινένιος,2184.35,True,698956894
CUST00194,Πελάτης_194,πελάτης194@email.gr,Θεσσαλονίκη,Κεντρική Μακεδονία,2022-04-04,Κανονικός,919.54,True,697251976
CUST00195,Πελάτης_195,πελάτης195@email.gr,Πάτρα,Δυτική Ελλάδα,2023-07-24,Κανονικός,3139.09,False,693050700
CUST00196,Πελάτης_196,πελάτης196@email.gr,Ιωάννινα,Ήπειρος,2022-12-29,Νέος,4406.41,True,695825620
CUST00197,Πελάτης_197,πελάτης197@email.gr,Λάρισα,Θεσσαλία,2022-12-27,Κανονικός,3100.63,True,693595941
CUST00198,Πελάτης_198,πελάτης198@email.gr,Χανιά,Κρήτη,2022-08-18,Κανονικός,2075.51,False,692927455
CUST00199,Πελάτης_199,πελάτης199@email.gr,Λάρισα,Θεσσαλία,2023-08-11,Χρυσός,4132.5,True,695487028
CUST00200,Πελάτης_200,πελάτης200@email.gr,Αθήνα,Αττική,2022-07-04,Πλατινένιος,3662.14,False,696701311
